,type,compound_score,pos_score,neg_score,neu_score,ellipses,exclamation,question,links
2883,INTP,0.3622599999999999,0.12888,0.0339,0.8372600000000001,39,2,26,2
2884,INFP,0.4155459999999999,0.16953999999999997,0.0687,0.76176,45,19,4,2
2885,ENFP,0.18657000000000004,0.16766000000000003,0.0851,0.74724,31,2,9,1
2886,ISFP,0.22716,0.14924,0.06008,0.7907600000000001,11,3,7,5
2887,INTJ,0.233702,0.12282,0.06992000000000001,0.80722,37,0,10,0
2888,ISTP,0.196102,0.18078,0.06352000000000001,0.75574,8,4,12,6
2889,ISFP,0.33190800000000004,0.16338,0.05134,0.7852600000000001,52,17,4,0
2890,INFJ,0.312684,0.15242,0.06194,0.7856400000000001,45,10,13,1
2891,INFP,0.225864,0.19196,0.07773999999999999,0.7303000000000001,17,23,6,3
2892,INFJ,0.30182800000000004,0.1583,0.057679999999999995,0.784,34,30,6,0
2893,INFP,0.09812199999999999,0.11930000000000002,0.11522,0.7655600000000001,50,10,9,1
2894,ISFJ,0.002068292682926829,0.06536585365853657,0.05541463414634147,0.8791463414634145,10,0,9,3
2895,INTP,0.019099999999999992,0.17355555555555555,0.13522222222222224,0.6912222222222222,5,1,0,0
2896,INTP,-0.029466000000000003,0.09363999999999999,0.10104,0.8052800000000001,27,9,8,1
2897,ISFP,0.37660199999999994,0.19564,0.05832,0.7460199999999999,62,50,20,1
2898,INTP,0.04369,0.13662000000000002,0.10475999999999999,0.7585999999999999,16,31,7,15
2899,INFJ,0.152212,0.13479999999999998,0.077,0.78826,5,38,7,4
2900,ISTP,0.234382,0.13629999999999998,0.07554,0.7880999999999999,41,28,5,0
2901,INTJ,0.3198142857142858,0.22233333333333333,0.05357142857142857,0.7241904761904762,12,8,5,0
2902,INTJ,0.20832600000000004,0.14686,0.05126,0.8019000000000002,27,0,3,0
2903,ESFP,0.368637037037037,0.17937037037037037,0.057185185185185186,0.7634444444444445,20,11,4,0
2904,ENTP,0.14600526315789475,0.1530877192982456,0.07412280701754387,0.6850350877192982,20,3,8,0
2905,ENFP,0.22370400000000001,0.13916,0.06287999999999999,0.7979799999999999,55,9,12,0
2906,INFJ,0.287734,0.17244000000000004,0.07762,0.7498999999999999,40,16,12,0
2907,INFJ,0.42706200000000005,0.19560000000000002,0.052320000000000005,0.7521199999999999,42,10,3,2
2908,INFJ,0.140706,0.12029999999999999,0.10527999999999998,0.7544,26,4,7,9
2909,INFJ,0.1312,0.0818,0.04742,0.87076,17,1,14,0
2910,INTP,0.16950400000000002,0.10629999999999999,0.05782,0.8358599999999999,46,0,2,0
2911,ISFJ,0.229822,0.16027999999999998,0.07452,0.76522,38,14,6,0
2912,INFP,0.22235882352941183,0.17752941176470588,0.044647058823529415,0.7777647058823528,22,11,6,0
2913,INFP,0.317364,0.16958,0.061020000000000005,0.7693800000000001,31,1,3,2
2914,INTP,0.04859,0.11289999999999999,0.05822,0.8288800000000001,12,0,1,2
2915,INFP,0.026412000000000005,0.15627999999999997,0.11103999999999999,0.7326800000000001,19,17,5,8
2916,ISFP,0.140816,0.13458,0.07322,0.7922000000000001,38,10,6,2
2917,INFP,0.30268999999999996,0.1422,0.058960000000000005,0.7988600000000001,53,22,19,0
2918,INTJ,0.20830999999999997,0.15244000000000002,0.06968,0.7777799999999999,39,2,7,0
2919,INFJ,0.2838541666666667,0.2018333333333333,0.09533333333333334,0.7028958333333334,27,19,15,0
2920,ENTP,0.24544800000000003,0.13432,0.05288,0.81286,39,1,15,0
2921,INFJ,0.12585600000000002,0.15303999999999998,0.0946,0.75232,31,22,21,1
2922,INFP,0.09309200000000001,0.15854,0.10804000000000002,0.7334,34,0,1,5
2923,ISFJ,0.191258,0.14517999999999998,0.0593,0.7955399999999999,18,0,1,11
2924,INFJ,0.208484,0.18084,0.09104000000000001,0.7281400000000001,22,10,15,1
2925,INFJ,0.06420799999999999,0.13832000000000003,0.11442000000000001,0.7472,25,9,3,0
2926,ENFP,0.303394,0.1707,0.05302,0.77634,41,44,24,0
2927,INFP,0.37924399999999997,0.20244,0.05092000000000001,0.74664,47,21,28,0
2928,ISFJ,0.5041399999999999,0.26411999999999997,0.05155999999999999,0.68434,46,18,16,4
2929,ENFP,0.1941875,0.14029687500000002,0.05342187500000001,0.650015625,33,3,7,0
2930,INTJ,0.18750400000000003,0.17292000000000002,0.06072000000000001,0.7663400000000001,30,18,4,0
2931,INTJ,0.063656,0.09788000000000001,0.09401999999999999,0.8080600000000001,36,9,9,0
2932,INTJ,0.32291600000000004,0.13312000000000002,0.06608,0.80086,45,14,5,0
2933,INFJ,0.12157799999999998,0.11127999999999999,0.06894,0.8197800000000001,27,4,11,0
2934,INFP,0.17504399999999998,0.13882,0.08071999999999999,0.7805,23,1,3,6
2935,INFP,0.300998,0.17106,0.047080000000000004,0.78188,71,44,10,0
2936,INFP,0.161554,0.1433,0.0933,0.76342,44,8,0,1
2937,INFJ,0.34824400000000005,0.21452000000000002,0.05622,0.7292799999999999,21,6,10,0
2938,INTP,0.14565400000000003,0.14168,0.08958,0.7686999999999999,34,6,3,0
2939,INFP,0.022616000000000018,0.13706000000000002,0.10557999999999998,0.75732,35,26,9,13
2940,INTJ,0.2743279999999999,0.19446000000000002,0.037200000000000004,0.7682800000000001,25,0,6,0
2941,ENTP,0.21449399999999996,0.14022,0.07632,0.7834799999999998,27,0,3,4
2942,ENFP,0.20502199999999998,0.14214000000000002,0.08986000000000001,0.76798,22,21,13,1
2943,ENTP,-0.049204,0.08798,0.09188,0.8201800000000001,31,1,2,15
2944,INTJ,0.24364800000000003,0.12226,0.0601,0.81762,51,14,7,0
2945,INFJ,0.05957599999999999,0.16612,0.13492,0.69892,34,1,6,0
2946,INFJ,0.007819999999999983,0.10768000000000001,0.05822000000000001,0.8341,18,0,2,14
2947,ISTP,0.30937799999999993,0.21069999999999997,0.058120000000000005,0.7311599999999998,19,17,9,0
2948,INTJ,-0.009662000000000004,0.10715999999999999,0.09352,0.79926,27,5,14,4
2949,INTP,0.11379230769230768,0.09919230769230768,0.07361538461538461,0.8271538461538461,19,6,4,1
2950,INTJ,0.1902021739130435,0.16,0.07895652173913044,0.7610217391304346,34,5,11,1
2951,INTP,0.18589,0.16132,0.052320000000000005,0.7863399999999998,35,2,5,4
2952,INFJ,0.058190000000000006,0.13276,0.10212,0.7651399999999999,18,14,2,14
2953,ISFJ,-0.006088,0.07172,0.054580000000000004,0.87372,11,1,11,6
2954,ENFP,0.35859,0.2181,0.05364000000000001,0.72828,15,14,12,4
2955,ISTJ,0.39793799999999996,0.16737999999999997,0.05080000000000001,0.7818,31,1,20,0
2956,ESFP,0.24308,0.13,0.07502,0.79502,44,28,15,0
2957,INTP,0.20046399999999995,0.12368,0.06423999999999999,0.81206,30,0,11,3
2958,INTP,0.22880370370370376,0.10703703703703704,0.043000000000000003,0.849962962962963,14,1,3,0
2959,INFJ,0.171328,0.1543,0.08601999999999999,0.75968,37,9,2,0
2960,ISTP,0.17539200000000002,0.1308,0.07536,0.7939200000000001,36,3,9,0
2961,ENFJ,0.42034800000000005,0.20310000000000003,0.06301999999999999,0.7339199999999999,42,10,14,0
2962,ENTP,0.12449444444444444,0.091125,0.06744444444444445,0.6191944444444445,27,14,15,2
2963,INFJ,-0.008036000000000008,0.11355999999999998,0.12306,0.76336,14,4,9,4
2964,INFJ,0.09789600000000002,0.1193,0.08683999999999999,0.7938400000000001,11,16,4,2
2965,INFP,0.047748000000000006,0.11167999999999999,0.09360000000000002,0.7946999999999999,34,34,7,5
2966,ENFP,0.21402600000000002,0.14396,0.08466,0.77134,29,17,3,1
2967,INFP,0.30402999999999997,0.19974,0.07548,0.7248000000000002,31,9,18,0
2968,INTP,0.05805599999999999,0.12028,0.08839999999999999,0.79134,22,4,16,1
2969,INFP,0.139968,0.11346,0.06958,0.8169399999999999,41,10,1,0
2970,ENFP,0.21302199999999996,0.11355999999999998,0.06031999999999999,0.82612,37,11,7,0
2971,ESTP,0.114488,0.12954,0.10217999999999999,0.7683,27,4,14,5
2972,INFJ,0.28838,0.16356,0.06726,0.7691800000000001,28,8,13,1
2973,INFP,0.18453599999999998,0.1909,0.08234,0.7268000000000001,11,7,8,8
2974,INFJ,0.182618,0.16909999999999997,0.08764,0.74324,37,20,10,1
2975,ESTP,0.24191600000000002,0.17358,0.03034,0.79608,8,2,2,7
2976,INFJ,0.048484,0.11784,0.12042,0.7617400000000001,31,1,4,0
2977,INTP,0.32191200000000003,0.14816,0.051160000000000004,0.8006599999999999,39,0,10,0
2978,INTP,0.051879999999999996,0.14812,0.10256,0.7494200000000002,13,3,17,1
2979,INTP,0.154586,0.10300000000000001,0.05128000000000001,0.84568,26,4,7,1
2980,INFP,0.19491800000000004,0.15439999999999998,0.07256,0.7730800000000001,28,6,10,4
2981,INTP,0.1459787234042553,0.10419148936170214,0.0724468085106383,0.8233191489361703,32,2,12,1
2982,ENFP,0.07253000000000001,0.11309999999999999,0.10826000000000001,0.7786200000000001,25,0,6,1
2983,INTJ,0.234742,0.17371999999999999,0.05806,0.7681600000000001,26,3,7,3
2984,ISTJ,0.15040399999999998,0.08746000000000001,0.03744,0.8550999999999999,16,2,11,0
2985,INFJ,0.048154,0.125,0.08948,0.7855000000000001,33,11,24,2
2986,INFJ,0.109114,0.14668,0.09925999999999999,0.7541600000000002,34,2,8,2
2987,INTJ,0.00539400000000001,0.05504,0.05382,0.8911200000000001,23,7,8,16
2988,ISFJ,0.3934690476190477,0.16857142857142857,0.029238095238095233,0.8021904761904762,31,2,4,8
2989,INFP,0.154852,0.11600000000000002,0.04386,0.84012,11,5,3,8
2990,INFJ,0.065006,0.06144,0.03984000000000001,0.89872,14,0,20,28
2991,INFP,0.26802600000000004,0.15783999999999998,0.07434,0.76776,42,14,17,4
2992,ISFJ,0.23397199999999996,0.15204,0.07346,0.7744599999999999,25,4,5,2
2993,ENTJ,0.16734,0.15088,0.09190000000000001,0.75732,29,6,13,0
2994,ENTP,0.023037999999999993,0.1008,0.09568,0.80342,33,10,8,12
2995,INFP,0.4207,0.16318000000000005,0.03804,0.79874,37,9,4,0
2996,ISTP,0.17172800000000002,0.13726000000000002,0.06912000000000001,0.79364,16,10,17,0
2997,INFJ,0.102786,0.10886,0.08426,0.80688,28,12,0,0
2998,ISTP,0.195562,0.1575,0.08017999999999999,0.76228,36,3,2,1
2999,INTP,0.19167297297297295,0.15916216216216217,0.09132432432432432,0.7495675675675676,23,1,4,1
3000,INTP,0.065694,0.10722,0.09332000000000001,0.7994399999999999,34,8,6,2
3001,INFJ,0.19185,0.14876,0.07776,0.7735,60,8,3,1
3002,ISFP,0.11014400000000002,0.11757999999999999,0.08552,0.7968999999999999,38,7,7,14
3003,INFJ,0.089282,0.08517999999999999,0.06478,0.85004,22,5,7,17
3004,ENTP,0.049696,0.13218,0.1237,0.74414,27,1,12,0
3005,INFJ,0.232092,0.11907999999999999,0.04562,0.83528,47,10,8,2
3006,INFJ,0.204056,0.10132000000000002,0.059160000000000004,0.8394199999999999,100,6,15,6
3007,INTP,0.118385,0.1169,0.035825,0.8472500000000001,5,1,3,6
3008,INFJ,0.443358,0.21088,0.06462000000000001,0.7245,29,20,5,0
3009,ESTP,0.3545900000000001,0.19500000000000003,0.07508,0.72988,39,50,20,5
3010,INFJ,0.07524600000000001,0.1296,0.054580000000000004,0.81584,14,7,7,2
3011,INFJ,0.16349400000000003,0.10833999999999999,0.0596,0.83206,44,15,9,3
3012,INFJ,0.32607027027027025,0.1537567567567568,0.05556756756756757,0.7906486486486488,27,2,2,0
3013,INTJ,0.24463000000000001,0.11756,0.047459999999999995,0.83494,34,3,13,0
3014,INFP,0.137884,0.15002000000000001,0.11286,0.73714,32,20,10,5
3015,INFJ,0.192084,0.14082,0.052919999999999995,0.80624,19,1,12,2
3016,INFP,-0.05136199999999999,0.09584000000000001,0.10562,0.7986,28,0,12,5
3017,ENFP,0.073308,0.12653999999999999,0.07578,0.7977,12,10,7,1
3018,INTP,0.14666800000000002,0.10614000000000001,0.06378,0.8301000000000002,28,12,6,1
3019,INFJ,0.181282,0.12747999999999998,0.07372,0.7988200000000001,47,5,3,1
3020,ENTJ,0.090998,0.11892000000000001,0.08598,0.7950400000000001,20,0,15,1
3021,INTJ,0.266318,0.26689999999999997,0.01914,0.71398,5,31,3,3
3022,INTJ,0.177308,0.15652,0.08460000000000001,0.7588600000000001,14,0,7,4
3023,ESTP,0.2883846153846154,0.239,0.06653846153846153,0.6945384615384614,5,3,5,0
3024,ENFP,0.300904,0.20516,0.08167999999999999,0.71324,52,4,7,7
3025,INFP,0.289526,0.19908,0.07452,0.7263199999999997,42,6,8,1
3026,ESFJ,0.18276200000000004,0.16146000000000002,0.10096,0.7376399999999999,34,28,9,0
3027,ENTP,-0.051107999999999994,0.13658,0.14708,0.71634,29,0,12,0
3028,ENFJ,0.255788,0.16542,0.07412,0.76044,34,0,8,0
3029,INFP,0.224446,0.20902,0.09709999999999999,0.6939599999999999,23,13,10,5
3030,ENFP,0.293886,0.18325999999999998,0.06734,0.74942,38,20,14,0
3031,INTP,0.104696,0.10615999999999998,0.09398,0.79986,26,0,7,0
3032,INTP,0.270756,0.1381,0.0493,0.81266,57,11,5,2
3033,INTJ,0.161842,0.10514000000000001,0.05436,0.84048,17,4,4,21
3034,INFJ,0.154406,0.1547,0.0875,0.7578199999999999,36,9,10,4
3035,INFP,0.045692000000000024,0.12056000000000001,0.11020000000000002,0.7691800000000001,48,19,4,3
3036,ISFJ,0.380508,0.26224000000000003,0.09322,0.6446,10,8,14,3
3037,INFP,0.3952166666666666,0.1825,0.01808333333333333,0.7995,7,10,2,0
3038,INFP,0.21809565217391305,0.1259782608695652,0.058282608695652174,0.815717391304348,28,12,7,0
3039,INFP,0.036050000000000006,0.0661,0.06944,0.8645,35,2,1,9
3040,INTP,0.16735599999999998,0.11693999999999999,0.06484,0.8182200000000001,30,11,17,1
3041,INTJ,0.11507692307692306,0.10143589743589744,0.07105128205128206,0.8274871794871796,26,7,12,0
3042,ISFP,0.32601199999999997,0.19119999999999998,0.07346,0.7353799999999999,31,17,13,0
3043,ENFP,0.438296,0.21444,0.0815,0.70404,44,17,11,0
3044,ISTJ,0.07431166666666668,0.07078333333333334,0.048799999999999996,0.7470499999999999,26,1,6,7
3045,ISTP,0.313496,0.20652,0.07956,0.71394,10,0,10,0
3046,INTJ,0.103446,0.10151999999999997,0.07228,0.82626,42,4,7,2
3047,INFP,0.3518,0.15962,0.047439999999999996,0.7929200000000001,38,7,4,1
3048,INFJ,0.23171,0.15655999999999998,0.08124,0.7623000000000001,43,1,3,0
3049,ISFP,0.25162954545454547,0.19381818181818183,0.04309090909090909,0.7630909090909092,12,3,9,0
3050,ISTP,0.13378,0.09982,0.047720000000000005,0.8523999999999998,30,11,21,1
3051,INFJ,0.134964,0.14214000000000002,0.1043,0.7535200000000001,24,1,3,1
3052,ESTP,0.26634399999999997,0.21028,0.06384,0.7258999999999999,36,14,18,0
3053,INFP,0.26119,0.13442,0.06802,0.7976199999999999,37,1,3,0
3054,INFP,0.42346000000000006,0.27584,0.0736,0.63056,19,27,11,0
3055,INTP,-0.009168000000000016,0.08624000000000002,0.08993999999999998,0.8238,31,0,5,0
3056,INFP,0.354016,0.19502,0.046740000000000004,0.75824,32,8,11,0
3057,INFP,0.422208,0.17759999999999998,0.0347,0.7877,24,21,7,2
3058,INFP,0.33372399999999997,0.16588,0.05418,0.7799200000000001,28,5,9,9
3059,INFP,0.42610200000000004,0.19252000000000002,0.04514,0.76236,39,17,14,2
3060,INFJ,0.36655,0.201,0.0537,0.7452600000000001,34,19,7,1
3061,INTJ,0.21264400000000003,0.13976,0.06808,0.7921600000000001,36,5,7,0
3062,INFP,-0.11547400000000002,0.11576,0.15682000000000001,0.7273599999999999,32,0,12,0
3063,INFP,0.167942,0.11476000000000001,0.06948,0.8157599999999999,35,25,10,4
3064,ENFP,0.33813200000000004,0.16804,0.044300000000000006,0.7876400000000001,42,12,13,1
3065,INFJ,0.3420487179487179,0.16541025641025642,0.05587179487179488,0.7786923076923075,33,1,6,0
3066,ISFP,0.11315652173913042,0.10571739130434783,0.0605,0.8337608695652172,30,3,5,7
3067,ENTP,0.28475599999999995,0.18714000000000003,0.05002000000000001,0.7628199999999999,27,1,19,3
3068,ENFP,0.187654,0.17338,0.07728,0.7493799999999999,34,18,19,1
3069,INFP,0.21967800000000004,0.14172,0.01602,0.8422799999999999,5,4,1,17
3070,ENFP,0.237290625,0.1355625,0.0736875,0.7907500000000001,16,12,12,2
3071,INTJ,0.166698,0.10896,0.04834000000000001,0.84268,27,3,5,9
3072,INTJ,0.33608000000000005,0.1477,0.028399999999999998,0.8240999999999999,9,1,1,0
3073,INTP,0.209484,0.12948,0.07034,0.8001600000000001,34,15,11,0
3074,INTP,0.18027200000000002,0.12642,0.0707,0.8028799999999999,48,17,22,0
3075,ENTJ,0.20410000000000003,0.16716,0.050339999999999996,0.7824599999999999,13,1,2,11
3076,INFJ,0.37493000000000004,0.17462,0.058839999999999996,0.76654,53,14,9,0
3077,INFP,0.06326200000000001,0.14288,0.1027,0.7544,30,4,11,0
3078,INFJ,0.182266,0.14822,0.044000000000000004,0.80782,10,3,2,10
3079,ISTP,0.17282000000000003,0.13964,0.05532,0.8050399999999999,28,2,12,1
3080,ENTJ,0.21363800000000002,0.18278,0.0971,0.72012,29,2,20,0
3081,ESTP,0.39325199999999993,0.17474,0.06184,0.76346,42,2,12,1
3082,ENFP,0.127064,0.13638,0.10210000000000001,0.76154,40,11,14,0
3083,INTP,0.12465799999999999,0.1318,0.05372,0.8144999999999999,32,1,4,0
3084,INFP,0.049263999999999995,0.13999999999999999,0.10815999999999999,0.7117999999999999,24,19,13,0
3085,INFJ,0.510358,0.3086,0.0602,0.6312000000000001,20,29,4,8
3086,INTP,0.040426000000000004,0.09582,0.07558,0.8285800000000001,17,1,2,3
3087,INFP,0.30254523809523814,0.17726190476190476,0.0550952380952381,0.7676666666666667,22,21,5,3
3088,ENTP,0.13003,0.12142,0.09742,0.78118,46,1,8,1
3089,INTP,0.10852857142857145,0.16524489795918365,0.08410204081632654,0.7098367346938776,10,1,17,0
3090,ENTJ,0.349522,0.17384,0.06502,0.7611399999999999,35,8,6,0
3091,ENTP,0.37505599999999994,0.1877,0.05208,0.76022,28,17,15,0
3092,INTJ,-0.02854666666666667,0.059866666666666665,0.185,0.7550666666666667,3,0,2,0
3093,ENTJ,0.11253199999999998,0.09478,0.03934,0.8659,7,5,6,21
3094,INTP,0.16457599999999994,0.13648000000000002,0.08206000000000001,0.78148,25,1,7,2
3095,INTJ,0.16278999999999996,0.13496,0.07092000000000001,0.7941799999999999,21,0,4,3
3096,INFJ,0.114298,0.10564000000000001,0.06386000000000001,0.83046,37,3,3,12
3097,INTJ,0.20305399999999996,0.15298,0.11434,0.73262,37,9,11,2
3098,INFP,0.43081399999999986,0.19529999999999997,0.05692,0.7478200000000002,32,0,8,0
3099,INFJ,0.17238399999999998,0.10296000000000001,0.05262000000000001,0.8444200000000001,31,0,9,2
3100,INFP,0.11109800000000002,0.09322000000000001,0.06056,0.8461799999999999,53,0,19,0
3101,ENTJ,0.14678095238095237,0.22204761904761905,0.08614285714285715,0.6917619047619048,10,2,2,0
3102,ISTJ,0.19062399999999996,0.13282,0.09114000000000001,0.7760600000000001,29,10,13,2
3103,ENTP,0.3738100000000001,0.16767999999999997,0.05206,0.7802600000000001,31,19,9,0
3104,INTJ,0.3958885714285715,0.212,0.05525714285714286,0.7326571428571428,40,11,3,3
3105,INFJ,0.27458000000000005,0.15910000000000002,0.08593999999999997,0.7548600000000001,40,5,5,1
3106,INFJ,0.197614,0.13078,0.05758,0.81164,41,0,4,9
3107,INTP,0.07208399999999998,0.15602,0.10364000000000001,0.7402799999999999,9,8,10,0
3108,ESTP,0.07433799999999999,0.15098,0.1193,0.7297,28,4,9,0
3109,INTJ,0.12339999999999998,0.10354000000000001,0.06354,0.83288,38,0,7,1
3110,ISFJ,0.22112799999999996,0.1714,0.07221999999999999,0.7563599999999999,30,7,17,0
3111,ISTP,0.224928,0.16880000000000003,0.04522,0.78598,13,12,1,14
3112,INFP,0.42416799999999993,0.23962,0.02194,0.7384599999999999,19,13,9,7
3113,INFP,0.366484,0.19692,0.0537,0.7493400000000001,34,7,4,2
3114,INTJ,0.22902,0.17353999999999994,0.0911,0.7353000000000001,23,0,9,1
3115,ESFP,0.45881724137931035,0.2513448275862069,0.06037931034482759,0.6883103448275862,15,16,11,0
3116,INFP,0.07710000000000004,0.12476000000000001,0.09894,0.77638,45,5,2,2
3117,ISFP,0.20198999999999998,0.1233,0.057539999999999994,0.8191599999999998,27,0,7,2
3118,INTJ,0.06284400000000001,0.12838,0.08517999999999999,0.7864200000000001,21,9,3,3
3119,INFJ,0.13535,0.10088,0.048260000000000004,0.85088,33,0,9,4
3120,ENTP,0.10521190476190474,0.15783333333333335,0.10388095238095237,0.7381666666666666,21,2,9,0
3121,ENFP,0.11636799999999999,0.1338,0.08374000000000001,0.7824199999999999,32,13,5,1
3122,ESFP,0.290074,0.17264,0.060200000000000004,0.7471400000000001,31,17,7,0
3123,INTP,0.10117,0.09102,0.04585999999999999,0.86312,23,2,4,13
3124,INFP,0.05206399999999999,0.0363,0.01146,0.95226,10,0,0,34
3125,INTJ,0.21411111111111114,0.10855555555555556,0.03933333333333334,0.852111111111111,3,0,3,0
3126,ESFP,-0.017805999999999995,0.12092,0.09348000000000001,0.7856399999999999,23,8,7,1
3127,INTP,0.038724,0.08623999999999998,0.06458,0.8491599999999999,27,5,13,7
3128,ENTJ,0.189202,0.13806000000000002,0.07351999999999999,0.7884,53,25,12,0
3129,INTP,0.1758965517241379,0.0736896551724138,0.030965517241379307,0.8953793103448277,13,6,5,1
3130,INFJ,0.39379200000000003,0.20284,0.04596,0.7511800000000001,68,65,38,0
3131,INTJ,0.3677936170212766,0.14953191489361706,0.03659574468085106,0.813851063829787,26,8,8,9
3132,ENFP,0.18643800000000002,0.12147999999999999,0.08668,0.7918999999999999,35,18,2,2
3133,INTP,0.136696,0.11565999999999999,0.09688,0.78742,42,8,20,1
3134,INFP,0.07048939393939395,0.11587878787878787,0.06724242424242424,0.6046969696969697,25,5,12,1
3135,INTP,0.45360200000000006,0.16140000000000002,0.05249999999999999,0.7859999999999999,43,2,2,0
3136,INFP,0.25648599999999994,0.23067999999999997,0.09584,0.6734600000000002,21,17,16,1
3137,INTJ,0.1647,0.15447999999999998,0.0788,0.76668,29,3,18,0
3138,INFJ,0.10288599999999999,0.1048,0.059820000000000005,0.8353999999999999,16,8,7,14
3139,ENTJ,0.16545277777777778,0.12430555555555554,0.08647222222222223,0.78925,42,18,6,1
3140,INTP,0.22731818181818178,0.18204545454545454,0.061909090909090914,0.7560000000000001,10,1,1,0
3141,INTP,0.187582,0.13388,0.06676,0.7994199999999999,28,1,10,0
3142,ENFP,0.28467400000000004,0.18024,0.044160000000000005,0.77562,29,18,3,6
3143,INTJ,0.041106000000000004,0.08103999999999999,0.07709999999999999,0.8418599999999999,1,0,4,0
3144,INFJ,0.489732,0.22806,0.05598,0.69586,33,4,8,0
3145,ISFJ,0.092418,0.10418,0.11158,0.7841999999999999,42,5,10,0
3146,ISFP,0.037591304347826086,0.09104347826086956,0.07226086956521739,0.8366521739130434,10,1,6,5
3147,ENFJ,0.40120200000000006,0.17932000000000003,0.06132,0.7393400000000001,57,1,7,1
3148,ISTJ,0.1354921568627451,0.12315686274509803,0.07570588235294118,0.8012549019607843,34,2,3,5
3149,INTP,0.08416200000000001,0.08066000000000001,0.048339999999999994,0.87098,20,4,10,16
3150,INFP,0.21073200000000003,0.16376000000000002,0.10976,0.72654,27,1,2,1
3151,INFP,0.265792,0.1624,0.06462000000000001,0.77292,18,2,13,0
3152,INFP,0.35333400000000004,0.18746,0.05918000000000001,0.7533,37,14,16,4
3153,INFJ,0.19474200000000003,0.1433,0.05234,0.8043600000000001,9,0,13,10
